Market,State,Weeks,Periods,Month,Year,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U
Charlotte,Carolina del Norte,15/05/2022,P1,5,2022,66773.28838,0,0,429250.4063,1528.653483,132477.8462,8415.078692,0,0,42192.28166,225.9136054,12351.97956
Miami/Ft Lauderdale,Florida,15/05/2022,P1,5,2022,63006.16848,115376.2154,16484.51492,491190.1263,1318.375347,165893.6502,18685.08585,71311.15399,14140.82802,98835.57653,226.6288439,27335.09987
Boise,Idaho,15/05/2022,P1,5,2022,14217.23822,0,0,80557.03237,1865.469648,22807.19545,1466.046138,0,0,8456.228853,266.2603384,2136.327191
Denver,Colorado,15/05/2022,P1,5,2022,88583.02712,375089.4827,64195.50112,530364.706,1628.22514,146650.0413,13602.35645,33277.03299,5749.287713,77637.48436,318.5353514,19815.90234
Birmingham/Montgomery,Alabama,15/05/2022,P1,5,2022,101390.8362,0,0,644585.8708,1609.263412,219939.8656,8432.31832,0,0,44404.28126,202.1479234,12324.49
Wichita,Kansas,22/05/2022,P1,5,2022,29063.84952,0,0,157495.463,1703.481554,45369.70496,1132.952665,0,0,5913.784864,203.4842543,1650.703804
Atlanta,Georgia,22/05/2022,P1,5,2022,113047.1847,0,0,755088.343,1540.64261,249197.2282,11491.39383,0,0,72298.63109,274.875587,16785.10063
Denver,Colorado,22/05/2022,P1,5,2022,96415.71965,407441.2468,72534.01881,560419.4983,1639.154002,159358.1116,14921.27368,51358.25889,9561.721837,82329.87789,375.2328826,21736.86988
Phoenix/Tucson,Arizona,22/05/2022,P1,5,2022,140231.5068,524741.1434,89395.31334,848697.8252,1763.409735,241489.9743,17906.89882,62523.84743,13163.30811,91036.54479,383.3412955,27052.21042
Indianapolis,Indiana,22/05/2022,P1,5,2022,75162.10928,268288.7392,46989.22379,438438.0226,1829.80188,132232.0176,4752.44611,16885.32379,3401.106284,24166.62608,303.1117072,6946.149336
Louisville,Kentucky,22/05/2022,P1,5,2022,42234.94302,0,0,247800.7482,1803.074224,75092.58563,2302.615507,0,0,11952.77838,274.1959499,3362.34627
Peoria/Springfield,Illinois,22/05/2022,P1,5,2022,53087.57362,166623.4361,30065.5676,310451.5672,1740.847198,90517.43425,2870.988494,9106.97249,1542.953557,16646.05125,222.5558347,4221.847132
San Diego,California,22/05/2022,P1,5,2022,67373.92392,254366.2266,46673.38151,396153.5195,1811.524568,120301.4855,8530.057188,33378.22255,5381.868538,51307.19208,353.076572,12727.14447
Kansas City,Kansas,22/05/2022,P1,5,2022,61798.424,184240.42,36609.44504,347731.2278,1658.800222,100413.8503,4125.535163,11355.07194,1806.491913,26185.69418,240.5415853,6065.631735
Miami/Ft Lauderdale,Florida,22/05/2022,P1,5,2022,64198.09511,120867.8432,17347.08421,517489.3014,1347.600505,167111.9688,14905.44927,58701.09532,7668.048518,109012.1683,236.9838339,21796.11846
Birmingham/Montgomery,Alabama,22/05/2022,P1,5,2022,107727.3004,0,0,692259.0863,1687.023845,231493.5024,7680.041775,0,0,48674.87661,214.6908002,11254.68011
Little Rock,Arkansas,22/05/2022,P1,5,2022,28174.77419,0,0,166136.4458,1767.913704,51536.99045,1276.769057,0,0,6839.616868,244.557774,1856.30001
Sacramento,California,22/05/2022,P1,5,2022,53119.49077,0,0,324082.1184,1701.354536,90769.47149,6417.686505,0,0,34260.06017,336.7902391,9383.932502
Des Moines,Iowa,22/05/2022,P1,5,2022,25801.27479,0,0,155879.6882,1648.575798,39360.74586,1849.556491,0,0,11142.67072,286.8999091,2736.441082
Charlotte,Carolina del Norte,22/05/2022,P1,5,2022,77670.05589,0,0,473225.8035,1557.275111,151647.6819,7954.963674,0,0,45224.7704,249.9777956,11646.14308
Raleigh/Greensboro,Carolina del Norte,22/05/2022,P1,5,2022,92969.62549,0,0,561618.4547,1589.350394,181455.8337,8664.362274,0,0,49805.63783,196.637349,12729.88536
Chicago,Illinois,22/05/2022,P1,5,2022,217021.8143,922048.3523,160696.7895,1294006.803,1684.86692,419379.1349,14489.07209,49903.26692,8669.465877,84845.77799,192.9736198,21286.97154
Los Angeles,California,22/05/2022,P1,5,2022,406458.4192,1603412.386,311028.2408,2246251.076,1738.103157,703408.1819,28647.40652,100844.3263,16495.64944,173715.9142,335.2564491,43203.41051
Jacksonville,Florida,22/05/2022,P1,5,2022,32325.4163,60166.07393,10653.99126,227304.8027,1511.44367,74085.28923,4551.273081,11111.57586,1506.316042,32195.34271,302.5296918,6680.20673
South Carolina,Carolina del Sur,22/05/2022,P1,5,2022,137202.818,0,0,854939.0731,1655.298576,287242.1196,11919.20764,0,0,72646.27936,231.4553504,17450.66248
Tampa/St Petersburg,Florida,22/05/2022,P1,5,2022,63906.85016,125119.8461,21087.83138,451492.603,1540.630271,135698.6802,9745.577107,41407.38518,5528.251695,69631.80884,239.5314024,14275.64805
Hartford/Springfield,Massachusetts,22/05/2022,P1,5,2022,53004.87257,0,0,366121.3422,1333.247047,101586.3808,6891.316519,0,0,39295.85193,302.98294,10097.01006
San Francisco/Oakland,California,22/05/2022,P1,5,2022,72398.49735,240422.5535,39402.93312,488495.5323,1660.163598,137149.977,11897.97355,52627.31531,8699.833186,70885.74524,360.8897232,17433.42057
Boise,Idaho,22/05/2022,P1,5,2022,16125.02382,0,0,91547.91017,1875.38883,27555.10069,1579.209816,0,0,9070.133313,266.696236,2301.646197
Orlando,Florida,22/05/2022,P1,5,2022,72513.21415,153484.2103,26663.80747,496248.2154,1515.209827,146510.2188,8432.8659,23626.76859,3429.011506,58742.07427,237.4427822,12368.73274
Boston,Massachusetts,22/05/2022,P1,5,2022,93971.35478,0,0,624137.515,1362.32816,177083.7236,13188.74905,0,0,74927.48998,310.5255499,19285.6566
Indianapolis,Indiana,29/05/2022,P1,5,2022,93819.57906,389592.0991,71144.23954,527223.2656,1803.272098,162703.1124,3947.421325,10661.64773,2147.338014,20941.46132,325.9822189,5816.492189
Charlotte,Carolina del Norte,29/05/2022,P1,5,2022,78676.98269,0,0,494919.9734,1512.888715,147061.2931,8858.012359,0,0,54025.91515,262.6177264,13043.52507
Kansas City,Kansas,29/05/2022,P1,5,2022,70097.11548,272995.0382,53491.86024,377986.8024,1659.591528,105522.9913,4139.545537,6878.777605,1226.258366,26781.84028,254.1985221,6103.296129
Boise,Idaho,29/05/2022,P1,5,2022,18189.9841,0,0,107834.6495,1974.441345,29619.94776,1809.388784,0,0,10669.50639,307.1129385,2633.156184
Orlando,Florida,29/05/2022,P1,5,2022,104196.2417,363133.0477,67403.71238,645914.3206,1491.739635,184222.7202,10129.23069,25882.12783,3796.312195,72415.55704,252.0630844,14911.47105
Chicago,Illinois,29/05/2022,P1,5,2022,270855.8252,1270652.832,215686.7367,1651945.001,1712.840044,521602.2158,17805.35395,65007.40409,11195.79733,104868.4903,235.6730376,26143.93503
Little Rock,Arkansas,29/05/2022,P1,5,2022,28844.43947,0,0,171880.5285,1688.332291,53608.21238,1340.442238,0,0,7318.832112,308.6961559,1965.18871
Sacramento,California,29/05/2022,P1,5,2022,61855.5978,0,0,402940.262,1718.407112,106264.7368,7158.737441,0,0,39831.00506,325.5056515,10440.38914
Tampa/St Petersburg,Florida,29/05/2022,P1,5,2022,103402.1045,364555.09,69174.54534,628198.4336,1549.947102,179812.7938,11022.44106,45925.58245,6144.563801,80651.35194,255.0235468,16210.28873
Raleigh/Greensboro,Carolina del Norte,29/05/2022,P1,5,2022,87841.73831,0,0,570429.8684,1578.092008,167783.3127,9344.500749,0,0,55675.36194,221.0596456,13777.24058
Hartford/Springfield,Massachusetts,29/05/2022,P1,5,2022,63485.14569,0,0,423798.6818,1330.994509,115927.0158,8732.815382,0,0,49020.3097,336.5834954,12796.06933
San Francisco/Oakland,California,29/05/2022,P1,5,2022,90287.76502,480484.7695,66125.34209,657034.1181,1688.952561,170364.6642,14310.87077,57476.90783,10703.11714,78756.43268,351.1456862,20949.25313
Denver,Colorado,29/05/2022,P1,5,2022,106235.657,452082.7043,78446.88531,625625.5735,1666.573281,170761.9035,15993.5668,60856.33986,12404.05994,80526.63166,362.5178964,23300.17504
Jacksonville,Florida,29/05/2022,P1,5,2022,47864.30755,160650.0042,30540.03765,302370.0489,1458.990047,91503.32426,4764.489897,15757.21866,2187.092676,34488.79901,300.2964075,7005.066672
Louisville,Kentucky,29/05/2022,P1,5,2022,48055.95226,0,0,277219.6044,1802.102732,84857.35211,2352.604849,0,0,12237.79065,328.8917877,3464.092234
South Carolina,Carolina del Sur,29/05/2022,P1,5,2022,144139.0178,0,0,892002.0688,1634.108421,287141.6877,13037.87537,0,0,81602.7737,252.8685539,19133.60459
San Diego,California,29/05/2022,P1,5,2022,77134.6336,279357.0612,51011.48561,462680.8123,1818.566067,134303.4828,10551.80874,45409.70124,7609.628964,62580.14535,348.8749112,15783.61419
Atlanta,Georgia,29/05/2022,P1,5,2022,140102.21,0,0,859765.4042,1555.769746,282763.923,12838.32821,0,0,79762.42263,287.7698675,18806.49086
Phoenix/Tucson,Arizona,29/05/2022,P1,5,2022,169665.5045,691235.7931,121812.2014,981377.5609,1764.624429,294731.9152,20258.06414,71417.89627,15033.71165,103609.1799,400.5539265,30641.24159
Birmingham/Montgomery,Alabama,29/05/2022,P1,5,2022,123648.3876,0,0,746222.7451,1649.691813,245263.5451,8395.480272,0,0,54916.97692,223.1755193,12313.74278
Boston,Massachusetts,29/05/2022,P1,5,2022,101976.4489,0,0,681305.1398,1364.649541,189248.2532,13764.15313,0,0,79653.14077,320.8611583,20158.21291
Des Moines,Iowa,29/05/2022,P1,5,2022,35768.1444,0,0,189546.6393,1637.873508,49545.64821,1498.413915,0,0,9947.378576,289.3563605,2206.931649
Peoria/Springfield,Illinois,29/05/2022,P1,5,2022,65925.33888,257641.9233,47294.65682,378281.1068,1780.670193,110543.9224,3037.932631,7299.522004,1325.088219,18077.01125,246.1634609,4451.941277
Wichita,Kansas,29/05/2022,P1,5,2022,34317.35017,0,0,185076.0148,1732.184556,53479.87925,1498.846523,0,0,7591.508981,255.6737681,2192.503888
Miami/Ft Lauderdale,Florida,29/05/2022,P1,5,2022,90615.26228,290119.7438,50900.23046,636677.4946,1375.787382,203243.0037,17080.1734,75062.70144,9925.121922,125233.3818,266.2528008,25053.12215
Los Angeles,California,29/05/2022,P1,5,2022,476069.4327,1885099.369,374840.645,2575970.814,1733.631259,813444.5141,35481.5881,131282.5277,22628.30414,211360.3262,349.4504045,53218.49958
Jacksonville,Florida,05/06/2022,P1,6,2022,38047.75052,100306.0202,18565.68427,249080.6893,1432.681808,82397.46755,4212.591546,12971.81895,1813.067043,30372.52494,303.5467119,6212.774124
Raleigh/Greensboro,Carolina del Norte,05/06/2022,P1,6,2022,103586.3824,0,0,603326.0627,1596.776295,197136.9963,8711.114084,0,0,56186.01969,240.5665854,12868.74753
Kansas City,Kansas,05/06/2022,P1,6,2022,58257.31739,179404.1278,32121.9867,348475.4802,1611.786282,91793.28411,3881.605221,5978.899916,1008.892654,26193.70846,251.8832287,5764.804294
Chicago,Illinois,05/06/2022,P1,6,2022,214453.0279,1017368.061,164484.414,1366443.151,1659.597458,424505.8913,15134.1381,27806.09313,4897.904426,96385.36408,244.627784,22232.60712
Los Angeles,California,05/06/2022,P1,6,2022,400891.4771,1672772.59,295167.1293,2398063.922,1715.952972,698847.1245,31281.19059,105108.3922,18942.37649,184639.7239,366.1806232,47324.27916
Indianapolis,Indiana,05/06/2022,P1,6,2022,85098.31152,360925.2732,62543.36187,502680.0127,1803.01957,150065.3784,4365.225161,11480.23061,2185.838287,24163.75873,329.9163843,6432.523173
San Francisco/Oakland,California,05/06/2022,P1,6,2022,71320.69994,273551.3639,40276.22244,498107.6495,1651.266425,138035.8161,11203.63487,29582.36999,5086.504211,72611.73032,363.8516798,16397.0561
Phoenix/Tucson,Arizona,05/06/2022,P1,6,2022,183527.1907,732210.3248,130261.492,1054429.724,1725.900475,308565.3306,16211.0547,39618.07743,7716.228733,94034.26543,415.1463568,24828.61381
Sacramento,California,05/06/2022,P1,6,2022,54457.00046,0,0,340558.2354,1707.165648,93190.86821,6397.498357,0,0,38675.36051,361.4148698,9361.898517
Des Moines,Iowa,05/06/2022,P1,6,2022,29618.81018,0,0,183626.7703,1602.52295,43349.28638,1397.96851,0,0,9658.651419,328.0589357,2071.898272
Louisville,Kentucky,05/06/2022,P1,6,2022,48697.96217,0,0,289387.0782,1756.490215,86224.05617,2212.657738,0,0,11954.58591,331.5595758,3257.893372
Peoria/Springfield,Illinois,05/06/2022,P1,6,2022,61195.69123,201733.3448,35391.75287,368756.0039,1727.180401,104001.3327,2961.042897,5652.134941,1024.298007,18410.08571,263.7858507,4410.001565
South Carolina,Carolina del Sur,05/06/2022,P1,6,2022,156914.6388,0,0,953458.7207,1639.835937,320063.7406,12193.23277,0,0,79586.97263,270.7621122,17986.2004
San Diego,California,05/06/2022,P1,6,2022,70421.78706,259952.5551,45201.60897,435303.4171,1770.769702,125272.7062,8836.893209,25527.95283,4371.249184,54763.06396,378.5739668,13142.02375
Hartford/Springfield,Massachusetts,05/06/2022,P1,6,2022,67446.26556,0,0,443044.1688,1354.239984,124680.1851,8583.587412,0,0,49791.94298,350.2205644,12608.16541
Atlanta,Georgia,05/06/2022,P1,6,2022,120593.557,0,0,819388.038,1559.555474,258976.9342,11971.38293,0,0,75305.28126,289.8108298,17600.85614
Orlando,Florida,05/06/2022,P1,6,2022,79869.71748,190446.7794,32759.75186,531590.0797,1468.392649,163519.7675,9638.068529,26251.42086,3668.745843,67714.71797,270.4967804,14226.54094
Boston,Massachusetts,05/06/2022,P1,6,2022,109089.8675,0,0,724867.2219,1357.92094,201361.9343,14277.68694,0,0,84756.42752,329.884013,20946.48477
Little Rock,Arkansas,05/06/2022,P1,6,2022,30540.93848,0,0,183079.0324,1587.499716,54715.92442,1367.758652,0,0,7712.444116,324.4670465,2022.34511
Wichita,Kansas,05/06/2022,P1,6,2022,33479.35165,0,0,185179.7492,1702.388338,52242.36659,1559.056388,0,0,8450.696233,279.9206245,2300.082018
Tampa/St Petersburg,Florida,05/06/2022,P1,6,2022,72498.82596,184658.7119,32463.00378,481228.7476,1543.174637,150539.381,9736.613801,42415.1796,5636.386986,70731.48755,260.1292942,14367.46712
Charlotte,Carolina del Norte,05/06/2022,P1,6,2022,88233.26301,0,0,510099.029,1529.64948,167566.0089,7574.231775,0,0,49558.18166,261.9280706,11208.63748
Miami/Ft Lauderdale,Florida,05/06/2022,P1,6,2022,73261.68685,184509.4214,27214.07156,573407.9924,1395.102767,199263.2731,15341.47743,65053.86192,8801.621936,111359.6036,260.9349009,22501.89204
Boise,Idaho,05/06/2022,P1,6,2022,15865.22597,0,0,98347.02242,1969.861188,26167.90176,1584.758573,0,0,9697.801302,312.5450934,2307.141069
Denver,Colorado,05/06/2022,P1,6,2022,109196.6631,485640.9434,81629.52525,672795.6082,1664.809029,179387.2137,15345.52996,69439.62645,12382.25537,86815.45805,345.9562795,22379.24172
Birmingham/Montgomery,Alabama,05/06/2022,P1,6,2022,118550.9999,0,0,761888.9366,1631.794407,245338.9558,8317.575076,0,0,55955.40465,290.8535221,12258.85485
Des Moines,Iowa,12/06/2022,P1,6,2022,29334.88098,0,0,173876.6401,1623.90886,43499.93655,1520.181246,0,0,10948.79362,341.5358251,2261.842616
South Carolina,Carolina del Sur,12/06/2022,P1,6,2022,134140.6171,0,0,902638.7184,1656.826342,282433.9718,14879.25894,0,0,91847.24349,284.8449612,21984.1093
Charlotte,Carolina del Norte,12/06/2022,P1,6,2022,64510.98995,0,0,438990.9127,1477.494871,126204.3649,8806.286979,0,0,51418.69679,281.0236513,12977.48969
San Diego,California,12/06/2022,P1,6,2022,64395.90691,216449.8064,37004.98414,410389.9661,1733.331821,114203.1924,9135.852142,17297.20582,2737.39674,59467.2266,382.1817581,13689.52349
Miami/Ft Lauderdale,Florida,12/06/2022,P1,6,2022,86277.02152,408689.68,54102.1403,663995.7796,1416.735605,219861.5184,18756.06067,110208.6386,15325.34368,131617.3013,263.1437658,27554.63146
Denver,Colorado,12/06/2022,P1,6,2022,105249.2743,472427.677,79939.10235,635562.2078,1680.143312,171199.4399,13428.9697,37762.76611,5790.771116,85765.83841,340.8596672,19652.0779
Phoenix/Tucson,Arizona,12/06/2022,P1,6,2022,144010.0644,588057.8729,94719.66146,880136.458,1702.351858,245297.2953,20229.24604,41486.20257,9095.97815,110342.4301,430.8580953,30824.73685
Boston,Massachusetts,12/06/2022,P1,6,2022,93351.28703,0,0,641374.8174,1340.338704,180634.0395,13282.1164,0,0,80977.25306,346.1370719,19520.72138
Jacksonville,Florida,12/06/2022,P1,6,2022,40472.75635,181271.0178,26664.3482,279639.1587,1474.225126,86811.48263,6028.258696,32357.83239,4784.141741,40106.69882,317.3952787,8910.453873
Peoria/Springfield,Illinois,12/06/2022,P1,6,2022,58094.51258,233617.6871,39856.97184,355091.3328,1689.606517,99051.19433,3051.368605,5038.54178,890.3714399,19255.91156,264.5488663,4556.002461
Wichita,Kansas,12/06/2022,P1,6,2022,28927.80351,0,0,162068.7477,1696.243647,45449.50618,1468.929173,0,0,8764.186091,297.5795294,2165.851452
Hartford/Springfield,Massachusetts,12/06/2022,P1,6,2022,54050.01441,0,0,370848.862,1318.118391,105189.2766,6800.908527,0,0,45509.82757,352.9153391,10039.80486
Los Angeles,California,12/06/2022,P1,6,2022,372036.458,1352708.821,236171.5936,2269976.859,1688.959838,649608.4184,32352.7441,67293.49601,11243.27062,206278.1058,374.4471819,49518.28317
Indianapolis,Indiana,12/06/2022,P1,6,2022,70268.29035,320431.1699,51463.29171,438848.3844,1782.525791,124627.2754,4571.876056,9660.97373,1916.795028,25952.61442,328.7392608,6729.30465
Tampa/St Petersburg,Florida,12/06/2022,P1,6,2022,82654.66803,373811.2076,53160.01748,570879.7238,1544.023749,167546.3089,14074.00802,81018.97668,11670.03956,95646.5776,263.2956754,20780.73821
Raleigh/Greensboro,Carolina del Norte,12/06/2022,P1,6,2022,76418.51822,0,0,518713.4438,1561.217972,149948.2568,10488.05773,0,0,60526.31367,273.7159017,15486.98016
Kansas City,Kansas,12/06/2022,P1,6,2022,55642.00709,175606.8985,28936.50786,343108.5635,1616.802187,87493.92424,3990.570483,10594.7492,1657.527206,26298.32749,261.9772693,5931.708254
San Francisco/Oakland,California,12/06/2022,P1,6,2022,72976.40193,278010.2987,43382.65975,509644.233,1662.878444,140566.6056,11297.74673,17937.39158,2809.237945,77258.32869,381.27637,16601.98636
Boise,Idaho,12/06/2022,P1,6,2022,15464.78155,0,0,93629.0645,1952.513996,25083.49445,1514.252326,0,0,9994.375863,303.3132213,2220.977795
Birmingham/Montgomery,Alabama,12/06/2022,P1,6,2022,114055.8711,0,0,741063.7388,1585.936251,241110.6838,9617.895445,0,0,63665.07897,275.8273077,14228.72433
Sacramento,California,12/06/2022,P1,6,2022,54607.96352,0,0,349175.7413,1693.269334,92349.87031,6820.239508,0,0,43497.89574,369.6754748,10025.19775
Louisville,Kentucky,12/06/2022,P1,6,2022,40133.77851,0,0,247190.3481,1743.896039,72745.24165,2421.799484,0,0,14585.16253,322.1078075,3562.948788
Atlanta,Georgia,12/06/2022,P1,6,2022,120726.1718,0,0,823791.5739,1546.785068,267421.0869,12679.95341,0,0,85891.95425,304.1531161,18645.34399
Orlando,Florida,12/06/2022,P1,6,2022,90173.24725,399000.7089,57303.18114,615039.9593,1449.680543,181426.4001,13252.07873,72823.26332,10570.33586,89123.94462,297.1575606,19557.44241
Chicago,Illinois,12/06/2022,P1,6,2022,218713.3836,934449.0643,149167.4457,1430582.151,1645.407869,426942.9348,15749.80203,14797.36959,2879.698642,101539.0815,269.161152,23195.94499
Little Rock,Arkansas,12/06/2022,P1,6,2022,28742.41417,0,0,174527.974,1561.979169,52049.67835,1235.940668,0,0,7447.287064,295.5339044,1826.204234
Wichita,Kansas,19/06/2022,P1,6,2022,29777.62809,0,0,172081.397,1739.911068,46793.02818,1503.486777,0,0,8916.72533,306.2769826,2214.207966
Atlanta,Georgia,19/06/2022,P1,6,2022,115331.9839,0,0,780829.9145,1528.75598,260736.3195,13771.24145,0,0,81874.14045,332.5139572,20166.46231
Denver,Colorado,19/06/2022,P1,6,2022,107149.9605,497860.4679,79876.37246,657660.0345,1662.469924,173823.6018,16482.92051,70415.94643,12494.73013,94402.71174,376.596335,24103.57258
Phoenix/Tucson,Arizona,19/06/2022,P1,6,2022,145912.5399,622110.1345,98534.17518,907396.6473,1719.600643,245455.6771,15017.17125,45284.46737,7428.024716,93984.67953,408.8454028,22937.47535
Indianapolis,Indiana,19/06/2022,P1,6,2022,76688.60707,317786.9391,49840.30648,474685.1369,1767.260954,135616.6733,5105.935246,18464.45334,3475.65496,28359.93655,341.6314213,7499.277916
Louisville,Kentucky,19/06/2022,P1,6,2022,43293.87583,0,0,265899.0873,1737.326442,77141.52394,2502.756052,0,0,14874.91951,322.620449,3676.431873
Peoria/Springfield,Illinois,19/06/2022,P1,6,2022,60691.2281,251693.4954,40615.46516,373858.3726,1692.786757,102610.1924,3475.318777,9880.900391,1794.950808,20440.56343,280.2053127,5155.104816
San Diego,California,19/06/2022,P1,6,2022,65974.72762,288141.3982,45825.98532,422487.1961,1704.837597,117800.581,10447.07351,41106.25247,7706.578587,58120.07105,372.8027883,15652.89431
Kansas City,Kansas,19/06/2022,P1,6,2022,60401.89638,221253.0966,35957.18123,368339.274,1653.203544,92233.87452,4089.189777,5465.89323,812.6864501,28406.79465,289.4617631,6070.702416
Miami/Ft Lauderdale,Florida,19/06/2022,P1,6,2022,79629.96709,378006.4113,51985.43178,587288.5881,1422.125891,209466.5149,19606.78482,89470.45805,14992.11564,120071.4251,305.5756087,28711.49166
Orlando,Florida,19/06/2022,P1,6,2022,87718.02924,370600.9968,55284.12516,578843.2656,1465.119652,179280.0348,12844.3238,50620.66778,8562.864344,77367.26638,329.0227498,18875.0047
Birmingham/Montgomery,Alabama,19/06/2022,P1,6,2022,118192.4855,0,0,760480.1388,1624.476595,246488.7582,9319.736736,0,0,56616.63436,272.6178441,13768.30288
Little Rock,Arkansas,19/06/2022,P1,6,2022,28628.6624,0,0,175694.5532,1561.635014,51971.27533,1440.900818,0,0,8647.741685,306.7201236,2122.837928
Sacramento,California,19/06/2022,P1,6,2022,54183.79702,0,0,371477.6559,1715.640357,93637.79593,7353.647258,0,0,40651.41931,366.6510951,10797.43324
Des Moines,Iowa,19/06/2022,P1,6,2022,28526.6818,0,0,181543.4961,1721.860514,43041.76751,1785.562326,0,0,11538.88363,351.098817,2637.563834
Charlotte,Carolina del Norte,19/06/2022,P1,6,2022,66728.91401,0,0,451546.615,1450.963472,129676.5009,9316.848323,0,0,49851.6741,288.8086124,13703.40023
Raleigh/Greensboro,Carolina del Norte,19/06/2022,P1,6,2022,77866.10875,0,0,533246.2136,1522.545812,151070.2179,10540.43161,0,0,58076.481,283.8417772,15559.29723
Chicago,Illinois,19/06/2022,P1,6,2022,221069.0678,1012472.969,156407.3516,1455707.7,1632.418678,433359.1887,21472.32058,77319.18832,13960.16926,124393.3382,301.240268,31587.48526
Los Angeles,California,19/06/2022,P1,6,2022,384149.2938,1679385.257,276053.0657,2381514.555,1731.774777,661873.6616,33808.11068,115008.4125,20423.08995,201946.5335,368.8358918,50730.19609
Jacksonville,Florida,19/06/2022,P1,6,2022,38893.87269,168379.0794,26421.35172,254111.6929,1516.202465,84750.65385,5725.529106,23588.22649,4020.269143,34909.98296,336.1231623,8441.321718
South Carolina,Carolina del Sur,19/06/2022,P1,6,2022,134558.3665,0,0,908052.4602,1629.401205,283862.1997,15175.62519,0,0,87132.92868,294.7061396,22359.76417
Tampa/St Petersburg,Florida,19/06/2022,P1,6,2022,81587.17913,354385.5536,54202.25631,534184.5742,1545.206288,167774.234,13781.92068,60497.93749,10195.48336,83090.48467,301.4578055,20246.00681
Hartford/Springfield,Massachusetts,19/06/2022,P1,6,2022,55079.10023,0,0,372805.1554,1304.554379,101689.3496,7249.838587,0,0,44435.57821,358.3935814,10683.42037
San Francisco/Oakland,California,19/06/2022,P1,6,2022,72855.64138,387116.2087,51641.35953,534165.3946,1682.385297,142934.6388,15439.70281,60140.72677,11406.10635,86850.52988,390.2761424,22674.49613
Boise,Idaho,19/06/2022,P1,6,2022,15840.50782,0,0,100568.8646,1886.822929,26361.06429,2072.679093,0,0,12581.61137,317.9484461,3037.236342
Boston,Massachusetts,19/06/2022,P1,6,2022,101487.6515,0,0,679092.0335,1318.543956,188250.71,13520.53591,0,0,86437.87269,358.1515663,19878.0649
Kansas City,Kansas,26/06/2022,P1,6,2022,64237.61615,253859.9028,43015.3514,377172.7768,1681.450158,103494.4994,4323.109384,8425.918368,1648.671342,26758.62112,292.5936505,6377.708626
Boise,Idaho,26/06/2022,P1,6,2022,18234.05641,0,0,106410.1859,1979.353216,30059.29103,1747.541561,0,0,10788.66914,327.3325019,2552.756912
Orlando,Florida,26/06/2022,P1,6,2022,72810.11908,187757.6257,27861.07055,512740.361,1465.875938,152568.2834,9988.848031,24460.78839,3300.241108,71098.43148,340.728035,14637.96613
Chicago,Illinois,26/06/2022,P1,6,2022,267443.8628,1111459.069,201638.6599,1561918.67,1597.158377,507407.5297,16279.81878,30764.25636,6007.74353,100148.9217,293.7014402,23884.65197
Little Rock,Arkansas,26/06/2022,P1,6,2022,27955.67422,0,0,171169.6996,1682.378592,51979.71917,1469.758147,0,0,8568.146096,322.3376024,2158.674737
Indianapolis,Indiana,26/06/2022,P1,6,2022,76997.22263,301408.6989,49998.40981,466003.2181,1735.291357,137402.3564,5010.698759,15843.09129,3007.281814,27962.52507,348.1292347,7339.6344
Tampa/St Petersburg,Florida,26/06/2022,P1,6,2022,65029.50478,180785.3892,25485.65693,467147.9533,1586.305707,137336.3367,10469.85822,43408.84067,5638.284963,75980.9414,345.7918138,15332.26036
Raleigh/Greensboro,Carolina del Norte,26/06/2022,P1,6,2022,109780.8379,0,0,622593.0336,1523.120397,208205.1425,9114.277018,0,0,56561.17914,293.1616307,13447.91591
Hartford/Springfield,Massachusetts,26/06/2022,P1,6,2022,55994.05283,0,0,378933.0851,1336.817591,102068.1882,6978.52152,0,0,45357.26756,361.3451607,10259.94704
San Francisco/Oakland,California,26/06/2022,P1,6,2022,76095.34645,354781.7229,56442.95101,509672.5953,1715.019548,145444.1164,10861.64109,22382.68778,3584.914998,73243.62864,362.7568437,16016.58755
Denver,Colorado,26/06/2022,P1,6,2022,109018.9694,503424.8968,85137.28159,650968.6588,1598.326668,178678.3678,15949.7754,66900.07397,11906.00271,92591.3355,366.7874604,23297.29173
Jacksonville,Florida,26/06/2022,P1,6,2022,31261.87319,79799.49873,11569.30785,226585.8742,1483.530855,70207.36059,4577.858426,16041.85248,2142.717756,33413.37049,363.3773486,6725.120836
Louisville,Kentucky,26/06/2022,P1,6,2022,43270.20443,0,0,262046.6382,1709.497871,78776.83041,2695.521215,0,0,14640.71246,318.7521296,3954.051138
South Carolina,Carolina del Sur,26/06/2022,P1,6,2022,156912.0267,0,0,957515.2894,1636.988693,321906.5556,12990.20652,0,0,82921.8151,299.7741542,19086.06183
San Diego,California,26/06/2022,P1,6,2022,74804.44382,322102.3337,56363.27075,448374.5684,1715.85977,130181.4322,8077.10378,20818.74794,3844.812063,49582.8445,331.9217771,12038.01205
Atlanta,Georgia,26/06/2022,P1,6,2022,111915.6897,0,0,780211.1327,1614.41755,253926.3895,12171.63626,0,0,78002.86632,358.1197083,17802.90912
