Market,State,Weeks,Periods,Month,Year,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U
South Carolina,Carolina del Sur,15/08/2021,P1,8,2021,127198.7464,0,0,678080.8819,1631.198319,253755.0557,16802.60663,0,0,79038.36016,308.5556827,24939.24015
Kansas City,Kansas,15/08/2021,P1,8,2021,54166.48289,130122.8695,28744.64215,270782.2335,1584.589956,85002.00815,4500.368549,10046.02808,2127.683667,22455.26038,266.0428244,6546.558181
Atlanta,Georgia,15/08/2021,P1,8,2021,109682.7738,0,0,573442.9203,1645.984412,225930.7755,17687.25873,0,0,78484.62933,370.3173224,25573.22559
Phoenix/Tucson,Arizona,15/08/2021,P1,8,2021,133528.8409,393422.6717,85119.24356,646926.7869,1763.558133,232297.8209,19753.19472,58244.3452,14515.55688,84849.94854,423.3738085,30346.41568
Birmingham/Montgomery,Alabama,15/08/2021,P1,8,2021,120873.0813,0,0,617576.7306,1725.365443,239478.2776,11186.64439,0,0,52132.90067,296.8168484,16787.67133
Boston,Massachusetts,15/08/2021,P1,8,2021,98635.75356,0,0,520375.2436,1479.712999,188839.8385,14647.5717,0,0,70660.30189,331.9803608,20965.63752
Des Moines,Iowa,15/08/2021,P1,8,2021,28879.95335,0,0,135334.5472,1649.4201,42220.04752,1750.057578,0,0,9204.489639,256.2390729,2544.856259
Jacksonville,Florida,15/08/2021,P1,8,2021,39521.54927,112567.535,24648.4216,199859.0326,1675.763273,82602.32096,6641.20226,21662.30215,4917.638398,30588.22642,377.8024728,9574.326329
Peoria/Springfield,Illinois,15/08/2021,P1,8,2021,58876.95936,170913.5731,35903.39503,290543.3972,1633.278271,98914.20234,4421.233955,13122.63246,2922.106816,20396.61228,297.0740615,6728.607256
Chicago,Illinois,15/08/2021,P1,8,2021,212916.9165,730238.3358,144390.9128,1108021.437,1616.193572,400536.0511,18297.19194,40876.91202,9445.117156,88719.18767,290.9487432,26687.98534
Los Angeles,California,15/08/2021,P1,8,2021,368402.0584,1309768.57,263592.8239,1909846.628,1733.262995,656830.5553,34717.71441,113039.772,27020.18067,151893.3858,379.6984542,53420.89665
Sacramento,California,22/08/2021,P1,8,2021,45584.50313,0,0,248666.7473,1706.730214,78995.93261,4814.81547,0,0,23227.82475,390.4378944,7028.899738
Jacksonville,Florida,22/08/2021,P1,8,2021,31183.33151,59951.15204,12591.5211,176111.025,1604.269949,64775.76132,7226.695723,24155.53081,5667.206819,32168.68625,389.5622695,10282.8779
Louisville,Kentucky,22/08/2021,P1,8,2021,42098.16058,0,0,204325.2032,1634.798855,76662.60314,2817.908049,0,0,12253.25465,310.8295069,4243.604726
Raleigh/Greensboro,Carolina del Norte,22/08/2021,P1,8,2021,83128.94095,0,0,446224.9295,1590.70624,158266.0142,12747.28696,0,0,55648.7078,311.6609702,18729.47681
Kansas City,Kansas,22/08/2021,P1,8,2021,53259.72006,155806.3454,32097.67696,268334.2845,1487.705497,87387.3324,3339.949211,4333.530637,967.8984915,17647.40817,254.9266883,4857.493834
San Francisco/Oakland,California,22/08/2021,P1,8,2021,61846.46982,181436.3662,32380.57919,368591.006,1701.192368,122962.362,7768.167769,15603.00001,3199.826059,41071.2437,378.6757112,11411.22831
Chicago,Illinois,22/08/2021,P1,8,2021,221809.5469,715530.185,142466.207,1181990.789,1574.34426,428291.5747,15017.28441,41353.91937,10845.32884,62827.51714,279.9949545,21908.90504
Los Angeles,California,22/08/2021,P1,8,2021,338987.2429,1217133.326,250137.2795,1716510.106,1688.873669,613650.041,26326.20167,68999.51008,14886.89188,128985.1213,367.2778824,41859.66209
South Carolina,Carolina del Sur,22/08/2021,P1,8,2021,126499.0317,0,0,676454.815,1595.787287,252734.7696,18213.82713,0,0,78513.68294,302.9857843,27282.63229
Phoenix/Tucson,Arizona,22/08/2021,P1,8,2021,143602.7742,495546.1871,106947.4283,682880.0535,1722.612245,258008.4116,16216.12765,46389.22903,11836.13366,69194.91643,422.8959706,25148.02202
Des Moines,Iowa,22/08/2021,P1,8,2021,28881.64282,0,0,141588.2396,1569.875484,44384.72646,1353.996905,0,0,7125.100788,253.5925984,1967.882279
Peoria/Springfield,Illinois,22/08/2021,P1,8,2021,63834.00774,208848.9786,43970.57677,318268.326,1593.107919,108187.299,3836.845513,7138.850984,1543.998687,18411.39532,293.05186,5800.084637
San Diego,California,22/08/2021,P1,8,2021,60747.26492,212573.2322,44356.08149,308404.117,1655.4683,111662.6038,10047.02409,22091.44049,4978.233718,48213.05961,380.6454452,15201.73082
Hartford/Springfield,Massachusetts,22/08/2021,P1,8,2021,67978.78173,0,0,364726.9524,1340.223316,124569.4415,7755.844146,0,0,40676.7492,296.3184287,11384.84719
Atlanta,Georgia,22/08/2021,P1,8,2021,108138.9763,0,0,583538.5086,1605.071334,220288.6411,18374.52103,0,0,79041.54939,370.141969,26529.47915
Orlando,Florida,22/08/2021,P1,8,2021,70554.4261,153109.0923,31303.94422,391840.3541,1593.280431,141240.1996,14567.14543,46401.19898,10968.88177,63211.87218,360.614129,20441.98029
Boston,Massachusetts,22/08/2021,P1,8,2021,95314.46384,0,0,526278.7832,1385.227943,178729.5007,14731.16097,0,0,72383.78098,324.7653653,21148.26216
Little Rock,Arkansas,22/08/2021,P1,8,2021,31275.03711,0,0,153141.0584,1767.824594,58609.60963,1614.801523,0,0,7582.694073,266.7763886,2514.741024
Indianapolis,Indiana,22/08/2021,P1,8,2021,76844.44046,225444.0867,47066.06631,377434.4927,1618.879867,136556.2115,4340.653006,9662.142362,2323.114306,19593.04184,311.1218834,6425.628954
Wichita,Kansas,22/08/2021,P1,8,2021,30356.47968,0,0,137524.0596,1409.879255,50197.0509,1509.612159,0,0,6273.655575,275.9278944,2195.208377
Tampa/St Petersburg,Florida,22/08/2021,P1,8,2021,63906.59351,134757.9216,28871.052,357835.629,1599.16751,128284.3746,14933.64561,48967.10698,11368.9279,66176.5157,365.0014507,21400.41945
Charlotte,Carolina del Norte,22/08/2021,P1,8,2021,70226.983,0,0,377996.8067,1594.325446,132918.9656,10542.13284,0,0,46155.72024,314.7195475,15433.07424
Miami/Ft Lauderdale,Florida,22/08/2021,P1,8,2021,66967.21564,210407.5949,35792.76724,421982.4662,1541.858012,150742.0914,22892.77663,80727.30599,19038.67982,99982.62982,349.70548,31166.16645
Boise,Idaho,22/08/2021,P1,8,2021,13634.28303,0,0,67419.53864,2003.796988,23441.10898,2232.034125,0,0,8786.797615,440.9653125,3162.316836
Denver,Colorado,22/08/2021,P1,8,2021,103867.163,351575.3104,71604.15301,510363.7861,1719.868342,174486.8274,20002.08584,65824.87186,15615.49172,87816.511,442.5528996,28563.64274
Birmingham/Montgomery,Alabama,22/08/2021,P1,8,2021,109498.5668,0,0,579971.3337,1618.323761,219968.8199,10278.71097,0,0,46666.38637,273.0997797,15305.90466
Sacramento,California,29/08/2021,P1,8,2021,47685.21048,0,0,238110.7049,1692.666796,82895.11369,4814.917327,0,0,21773.8232,388.2056818,7020.126148
Jacksonville,Florida,29/08/2021,P1,8,2021,33905.5428,97839.07946,18939.38895,186495.3289,1557.714522,70780.93113,7135.978616,23547.92493,5401.442008,32421.1727,385.5672876,10243.10964
Louisville,Kentucky,29/08/2021,P1,8,2021,40514.23641,0,0,191742.6311,1552.849583,73055.51268,3273.344184,0,0,13554.6192,317.1385869,4885.549211
Raleigh/Greensboro,Carolina del Norte,29/08/2021,P1,8,2021,94772.62385,0,0,454651.3676,1487.544613,179072.7226,11874.62436,0,0,57195.74981,302.2653222,17427.01349
Kansas City,Kansas,29/08/2021,P1,8,2021,52780.90079,143496.1916,31879.57699,255865.0155,1430.900709,86812.6271,4680.925694,13328.46069,2843.046584,22037.58111,270.7197879,6807.749198
San Francisco/Oakland,California,29/08/2021,P1,8,2021,67188.91083,241016.2673,47619.23132,362363.3882,1682.763224,131101.5667,8384.412082,19590.81248,4337.349447,40730.76916,376.6614796,12280.20921
Chicago,Illinois,29/08/2021,P1,8,2021,222094.6472,822924.4266,162168.5983,1152035.347,1487.614339,425358.7615,16122.54143,42785.4536,9871.559624,77906.56333,268.5618111,23475.87758
Los Angeles,California,29/08/2021,P1,8,2021,363802.1002,1324012.114,277565.6771,1828526.615,1664.512743,651725.4938,27663.22466,89655.89158,22164.93501,118612.3613,376.6304989,43514.96188
South Carolina,Carolina del Sur,29/08/2021,P1,8,2021,142658.8764,0,0,702940.3873,1518.557727,282577.1621,15677.76526,0,0,72592.13247,301.8262741,23559.2253
Phoenix/Tucson,Arizona,29/08/2021,P1,8,2021,126488.7635,408755.3432,88740.40939,605059.1164,1724.989276,225890.0265,15469.76086,48851.62705,11145.36081,70774.13041,419.0724043,24148.69466
Des Moines,Iowa,29/08/2021,P1,8,2021,29256.4172,0,0,132928.1856,1567.832303,46482.51264,1784.554049,0,0,8024.695613,283.5188557,2594.431075
Peoria/Springfield,Illinois,29/08/2021,P1,8,2021,64985.04777,212399.444,45667.04509,316546.197,1540.435732,109416.0101,3960.610879,9382.27708,2176.266408,18944.278,299.7404293,5904.100859
San Diego,California,29/08/2021,P1,8,2021,60853.51698,186934.9964,38963.22078,318376.3229,1639.451393,110368.4227,11421.65372,37116.5732,8833.247423,50495.03149,379.9349991,17163.59781
Hartford/Springfield,Massachusetts,29/08/2021,P1,8,2021,53460.74918,0,0,301476.7417,1244.372269,97275.59408,9168.927662,0,0,42194.64996,309.2808454,13441.83384
Atlanta,Georgia,29/08/2021,P1,8,2021,105507.2987,0,0,551414.1771,1497.376165,219381.947,18428.3164,0,0,78506.1939,367.242099,26600.52533
Orlando,Florida,29/08/2021,P1,8,2021,75091.83543,224918.7709,43267.6635,406047.3935,1600.355936,150065.3387,14358.18563,45142.31794,10407.73127,63788.67969,343.0702729,20389.03655
Boston,Massachusetts,29/08/2021,P1,8,2021,93934.41389,0,0,493101.1544,1298.745937,173896.871,14867.65336,0,0,72035.36935,321.380457,21419.94629
Little Rock,Arkansas,29/08/2021,P1,8,2021,29721.41737,0,0,145999.2951,1730.82447,55628.03538,1583.851947,0,0,7428.788269,288.244212,2439.232465
Indianapolis,Indiana,29/08/2021,P1,8,2021,72821.70129,233492.0648,49644.15755,352323.6905,1549.606341,128488.518,3903.597318,8640.163147,2207.254532,17348.93073,301.5053187,5757.785354
Wichita,Kansas,29/08/2021,P1,8,2021,27496.55549,0,0,122984.8244,1373.639852,44876.09173,1763.103019,0,0,7266.632852,291.1658271,2564.1497
Tampa/St Petersburg,Florida,29/08/2021,P1,8,2021,71951.52528,218544.0884,42842.13811,391231.517,1587.761589,145357.59,14676.17278,47866.2986,11064.93535,65614.53948,353.8756983,21163.91497
Charlotte,Carolina del Norte,29/08/2021,P1,8,2021,86689.75239,0,0,409562.9264,1502.600218,162411.523,9904.565324,0,0,48012.04558,324.2585713,14747.65505
Miami/Ft Lauderdale,Florida,29/08/2021,P1,8,2021,72514.29929,245093.2881,43790.64608,430906.156,1532.200406,170627.069,21469.25177,77325.37599,17340.01154,98073.03957,332.0060724,29942.35336
Boise,Idaho,29/08/2021,P1,8,2021,14141.99997,0,0,65337.44296,1966.399958,24530.20071,2133.005664,0,0,8947.316293,442.8659326,3017.832565
Denver,Colorado,29/08/2021,P1,8,2021,97428.94889,300734.0159,65683.16423,459527.3928,1717.389707,163949.8498,19609.3695,66929.91491,16693.7963,79958.04243,440.2582745,28088.65159
Birmingham/Montgomery,Alabama,29/08/2021,P1,8,2021,109647.2932,0,0,572559.2884,1540.410397,223377.6777,8884.816613,0,0,41701.93653,239.106931,13292.64747
Sacramento,California,05/09/2021,P1,9,2021,50689.97909,0,0,255415.7948,1619.341463,86127.90765,6255.872671,0,0,28498.32537,392.5140418,9152.866158
Jacksonville,Florida,05/09/2021,P1,9,2021,40590.29956,146635.1021,29899.4793,205822.6074,1522.096225,75946.50032,7372.5009,26929.9807,5387.26017,36820.25509,388.9462938,9711.954431
Louisville,Kentucky,05/09/2021,P1,9,2021,37241.45116,0,0,180846.993,1538.342666,68447.9908,2626.370216,0,0,12094.83268,303.9813395,3903.839102
Raleigh/Greensboro,Carolina del Norte,05/09/2021,P1,9,2021,74495.34375,0,0,408738.4515,1377.860813,142180.7556,12156.5641,0,0,56928.98973,296.7260969,17802.22849
Kansas City,Kansas,05/09/2021,P1,9,2021,61607.99919,188292.7236,44127.28938,280901.2226,1481.068955,93116.78373,4481.515527,8914.898031,2104.891552,20840.74834,271.2450858,6624.109589
San Francisco/Oakland,California,05/09/2021,P1,9,2021,72018.6496,259346.3789,50119.36844,394529.3616,1666.353596,138845.2288,13126.92819,53860.98076,11679.3082,61565.29312,387.930228,19208.69008
Chicago,Illinois,05/09/2021,P1,9,2021,249884.9868,901939.182,178095.1547,1294663.984,1453.31218,473438.8624,16784.27091,59404.33191,12546.4816,82389.1264,261.1620919,24433.25703
Los Angeles,California,05/09/2021,P1,9,2021,432159.9565,1569784.333,337662.7063,2122415.474,1633.324004,762022.9221,29267.20542,87573.85506,20723.75485,133638.91,381.3570158,45804.22564
South Carolina,Carolina del Sur,05/09/2021,P1,9,2021,136463.944,0,0,710208.7562,1465.436032,266163.8137,15858.45979,0,0,77995.96398,282.730685,23403.34677
Phoenix/Tucson,Arizona,05/09/2021,P1,9,2021,157460.8685,511580.0797,115079.3849,721802.2539,1761.799386,274776.6484,16023.99327,44543.67197,9437.50399,77853.56409,433.8977432,25653.93221
Des Moines,Iowa,05/09/2021,P1,9,2021,30371.88246,0,0,142731.3037,1474.346109,44012.71536,2118.584058,0,0,8927.077517,294.7562546,3094.590123
Peoria/Springfield,Illinois,05/09/2021,P1,9,2021,61951.73544,205443.0909,42711.68766,305497.9251,1502.284374,105274.6787,3307.294052,7917.95328,1844.625901,15528.70802,284.340113,4947.010408
San Diego,California,05/09/2021,P1,9,2021,62714.01002,202005.2481,42567.16416,328076.8963,1624.951626,112659.3745,12150.25135,41342.29869,9281.141567,56327.03997,391.3676162,18370.91346
Hartford/Springfield,Massachusetts,05/09/2021,P1,9,2021,55937.89491,0,0,307017.6278,1157.135755,99991.09998,8126.507896,0,0,40748.51677,300.4786599,11906.14938
Atlanta,Georgia,05/09/2021,P1,9,2021,111297.8448,0,0,569129.4768,1453.729086,219326.7403,19932.46809,0,0,91016.95499,357.5595837,27163.18765
Orlando,Florida,05/09/2021,P1,9,2021,86185.9247,299640.7028,59712.09442,444889.475,1516.570726,155250.0657,16304.37161,59139.91736,12397.07553,77350.04223,334.4202874,20596.34499
Boston,Massachusetts,05/09/2021,P1,9,2021,88023.48794,0,0,482018.0235,1214.554573,160444.8921,15056.27499,0,0,75822.49528,314.0639582,21621.26428
Little Rock,Arkansas,05/09/2021,P1,9,2021,31380.80324,0,0,152919.5985,1649.161658,55596.60559,1944.881448,0,0,9229.216131,295.2276985,2918.883156
Indianapolis,Indiana,05/09/2021,P1,9,2021,66626.45962,228170.17,47871.10897,326589.6633,1532.719594,120458.37,5085.503394,9316.19028,2128.25371,24651.61276,311.5665284,7503.938457
Wichita,Kansas,05/09/2021,P1,9,2021,26480.43876,0,0,122170.1626,1442.813323,42878.11,1749.015413,0,0,7497.775473,295.1732039,2551.238856
Tampa/St Petersburg,Florida,05/09/2021,P1,9,2021,85824.52895,309621.9553,63158.65546,438612.3588,1529.830024,155922.8656,14337.45239,54745.23563,10558.42353,73031.76284,342.8310445,19093.73608
Charlotte,Carolina del Norte,05/09/2021,P1,9,2021,69296.04398,0,0,378187.6665,1429.36932,131809.2623,10559.49021,0,0,49344.64213,306.4885193,15429.06551
Miami/Ft Lauderdale,Florida,05/09/2021,P1,9,2021,80150.48966,311713.0936,58711.69657,446514.8567,1440.671762,165321.4521,26219.9383,101233.8,21863.86591,122682.1845,318.9786663,32295.95036
Boise,Idaho,05/09/2021,P1,9,2021,14517.90826,0,0,68690.2012,1895.6416,24166.27003,2544.914146,0,0,10565.88883,454.2155957,3638.420632
Denver,Colorado,05/09/2021,P1,9,2021,101040.7182,318950.1563,67066.40128,483056.9719,1679.25144,165995.121,21010.60468,74028.81644,17498.08446,89785.12135,438.6943107,29708.93015
Birmingham/Montgomery,Alabama,05/09/2021,P1,9,2021,126473.5736,0,0,640317.568,1514.011403,244134.1608,8673.609563,0,0,42541.66379,226.684433,12380.27872
Raleigh/Greensboro,Carolina del Norte,12/09/2021,P1,9,2021,93397.11716,0,0,440939.7574,1296.483944,177077.573,10389.74556,0,0,51764.38018,260.1976876,15178.92317
Kansas City,Kansas,12/09/2021,P1,9,2021,64924.39149,214072.9975,46646.09187,306551.1176,1493.554532,104403.9626,4563.052236,8230.96912,2006.044858,21557.98144,257.3170465,6744.332916
Boise,Idaho,12/09/2021,P1,9,2021,14487.81593,0,0,69877.03898,1952.86289,24603.81758,2071.523223,0,0,10250.61745,463.9483833,2957.275067
Chicago,Illinois,12/09/2021,P1,9,2021,202649.2631,593793.6611,116332.7872,1097269.051,1428.666516,394282.2261,10299.47938,17476.42814,4109.021422,51609.98391,218.4661567,15004.48099
Indianapolis,Indiana,12/09/2021,P1,9,2021,64232.17941,193947.1998,37317.41604,339231.3945,1575.801703,113557.2112,3158.331705,7686.599201,1692.883935,15308.55825,249.075336,4670.129143
San Francisco/Oakland,California,12/09/2021,P1,9,2021,73253.19976,303334.704,60036.96553,396335.5474,1676.231519,142136.6276,9363.201225,25374.13136,5369.663583,46242.0416,375.2271326,13801.90481
Phoenix/Tucson,Arizona,12/09/2021,P1,9,2021,133464.1007,408757.0883,81746.44906,666087.0011,1752.743459,235220.4722,17044.41349,47233.70674,10437.95685,81409.33042,421.7841722,27100.54027
Sacramento,California,12/09/2021,P1,9,2021,50651.318,0,0,268118.641,1651.917089,88073.27077,5650.032576,0,0,26218.82331,384.8710671,8341.379627
Des Moines,Iowa,12/09/2021,P1,9,2021,35168.61167,0,0,153921.1066,1497.533207,53612.4996,2271.771338,0,0,9552.523561,303.0527588,3318.162749
Jacksonville,Florida,12/09/2021,P1,9,2021,35570.60376,106028.4561,22208.03439,184003.0698,1498.519645,74328.41049,5334.622455,14019.80354,2515.158002,29448.8127,368.4178928,7546.564717
Louisville,Kentucky,12/09/2021,P1,9,2021,33834.37701,0,0,177651.1827,1506.42435,62388.6421,2262.896177,0,0,10496.09675,254.096476,3367.455049
Peoria/Springfield,Illinois,12/09/2021,P1,9,2021,61453.37112,200039.9389,41000.86892,309494.0981,1496.069544,104461.1612,2184.89655,3461.406017,812.267308,10361.8579,215.7751571,3304.676258
South Carolina,Carolina del Sur,12/09/2021,P1,9,2021,151254.7971,0,0,737127.7798,1440.667263,301007.7086,12405.11602,0,0,63262.1715,233.8810078,18526.97117
San Diego,California,12/09/2021,P1,9,2021,62021.83287,213557.6549,43156.65046,321196.1324,1625.258076,111232.258,11537.26999,36499.63835,8363.001386,52935.42871,381.7957773,17429.16898
Hartford/Springfield,Massachusetts,12/09/2021,P1,9,2021,58022.01101,0,0,315184.3917,1099.366672,102771.9242,9889.868226,0,0,47312.79058,303.3170813,14616.6012
Atlanta,Georgia,12/09/2021,P1,9,2021,103373.1192,0,0,544898.3195,1437.366641,221512.0418,14563.89362,0,0,75273.07399,325.7120856,20937.27971
Orlando,Florida,12/09/2021,P1,9,2021,77757.82008,234613.4714,49256.1132,394405.5386,1495.374179,153716.834,10505.95645,23723.97218,4369.313021,55997.5404,313.6251149,14779.91792
Boston,Massachusetts,12/09/2021,P1,9,2021,86324.76949,0,0,482500.643,1182.108734,159496.4591,15964.82191,0,0,80297.78106,317.9724637,23017.54791
Little Rock,Arkansas,12/09/2021,P1,9,2021,32701.65849,0,0,164359.3621,1576.445778,56588.90444,2260.113676,0,0,10780.05382,270.177317,3362.625856
Wichita,Kansas,12/09/2021,P1,9,2021,25847.90736,0,0,125647.5198,1492.951564,40950.20282,1758.531614,0,0,7788.849088,264.5040304,2567.717256
Tampa/St Petersburg,Florida,12/09/2021,P1,9,2021,74548.56575,221384.9004,47423.56795,381575.153,1510.113087,150500.3497,10676.611,22402.07875,3989.524083,58507.27578,307.5544732,15317.48778
Charlotte,Carolina del Norte,12/09/2021,P1,9,2021,88820.58079,0,0,418010.8931,1396.99356,168496.2119,8466.61772,0,0,42680.07861,246.843994,12401.85987
Miami/Ft Lauderdale,Florida,12/09/2021,P1,9,2021,75545.91964,257308.5347,51003.33215,412724.1041,1409.42943,171429.4143,17373.15532,58860.23522,10458.39508,94311.12031,293.3084982,23640.61004
Denver,Colorado,12/09/2021,P1,9,2021,101054.8423,297955.2181,60331.74475,501155.32,1678.483089,166176.1864,20209.18481,69534.47646,15368.43527,93676.65323,435.6386198,28851.80101
Birmingham/Montgomery,Alabama,12/09/2021,P1,9,2021,114175.9664,0,0,598133.9348,1576.672239,229888.0373,6411.082414,0,0,33624.76943,202.2443082,9513.694557
Los Angeles,California,12/09/2021,P1,9,2021,372628.8212,1298377.813,268304.125,1858419.104,1630.540014,646023.3613,25237.26466,61771.05057,13953.11997,123963.9955,365.3602368,39991.75617
Wichita,Kansas,19/09/2021,P1,9,2021,22792.45825,0,0,113645.6925,1490.586962,35828.91107,1605.456732,0,0,7085.330023,249.6850857,2354.401211
Hartford/Springfield,Massachusetts,19/09/2021,P1,9,2021,49401.28479,0,0,284680.8604,1135.802335,88216.45206,7959.911689,0,0,40008.8586,300.7267758,11745.25253
Atlanta,Georgia,19/09/2021,P1,9,2021,88786.07317,0,0,508356.1666,1383.820925,204497.4873,15452.68139,0,0,79952.14006,301.0980952,22287.09658
Indianapolis,Indiana,19/09/2021,P1,9,2021,62383.10176,241619.3145,44540.88913,347215.8299,1565.167986,112110.0412,3246.570028,2986.137746,640.3905618,16360.10464,204.9585028,4800.467783
Louisville,Kentucky,19/09/2021,P1,9,2021,34131.47144,0,0,186819.0766,1545.270044,62287.69442,1430.064367,0,0,6973.164452,179.9463163,2137.232824
San Diego,California,19/09/2021,P1,9,2021,52588.3759,153670.6555,31357.63126,290055.8055,1618.462244,94107.6285,10128.54038,27172.9586,5534.053183,50135.00929,379.9617925,15281.58614
Kansas City,Kansas,19/09/2021,P1,9,2021,48844.48887,136192.0381,27262.10796,256814.9929,1410.707906,79456.08233,4823.572373,14917.02851,3386.27274,21530.44509,270.3206196,7141.505788
